statefp,countyfp,statename,countyname,pop2010,pop2015,rate
01,001,Alabama,Autauga County,54571,55395,0.015099595023
01,003,Alabama,Baldwin County,182265,200111,0.0979123803254
01,005,Alabama,Barbour County,27457,26887,-0.0207597334013
01,007,Alabama,Bibb County,22915,22506,-0.0178485708051
01,009,Alabama,Blount County,57322,57719,0.0069257876557
01,011,Alabama,Bullock County,10914,10764,-0.0137438152831
01,013,Alabama,Butler County,20947,20296,-0.0310784360529
01,015,Alabama,Calhoun County,118572,115916,-0.0223998920487
01,017,Alabama,Chambers County,34215,34076,-0.00406254566711
01,019,Alabama,Cherokee County,25989,26037,0.00184693524183
01,021,Alabama,Chilton County,43643,43931,0.00659899640263
01,023,Alabama,Choctaw County,13859,13323,-0.038675229093
01,025,Alabama,Clarke County,25833,24945,-0.0343746370921
01,027,Alabama,Clay County,13932,13552,-0.0272753373529
01,029,Alabama,Cleburne County,14972,15080,0.00721346513492
01,031,Alabama,Coffee County,49948,50909,0.01924000961
01,033,Alabama,Colbert County,54428,54543,0.00211288307489
01,035,Alabama,Conecuh County,13228,12670,-0.0421832476565
01,037,Alabama,Coosa County,11539,10886,-0.0565906924344
01,039,Alabama,Covington County,37765,37914,0.00394545213822
01,041,Alabama,Crenshaw County,13906,13977,0.00510570976557
01,043,Alabama,Cullman County,80406,81289,0.0109817675298
01,045,Alabama,Dale County,50251,49484,-0.0152633778432
01,047,Alabama,Dallas County,43820,41711,-0.0481287083524
01,049,Alabama,DeKalb County,71109,71065,-0.000618768369686
01,051,Alabama,Elmore County,79303,80977,0.0211089113905
01,053,Alabama,Escambia County,38319,37733,-0.0152926746523
01,055,Alabama,Etowah County,104430,103531,-0.00860863736474
01,057,Alabama,Fayette County,17241,16874,-0.0212864683023
01,059,Alabama,Franklin County,31704,31601,-0.00324880141307
01,061,Alabama,Geneva County,26790,26712,-0.00291153415454
01,063,Alabama,Greene County,9045,8553,-0.0543946932007
01,065,Alabama,Hale County,15760,15184,-0.0365482233503
01,067,Alabama,Henry County,17302,17190,-0.00647324008785
01,069,Alabama,Houston County,101547,104193,0.0260568997607
01,071,Alabama,Jackson County,53227,52665,-0.0105585511113
01,073,Alabama,Jefferson County,658466,660793,0.00353397138197
01,075,Alabama,Lamar County,14564,14086,-0.0328206536666
01,077,Alabama,Lauderdale County,92709,93096,0.00417435200466
01,079,Alabama,Lawrence County,34339,33477,-0.0251026529602
01,081,Alabama,Lee County,140247,154255,0.0998809243691
01,083,Alabama,Limestone County,82782,90787,0.0966997656495
01,085,Alabama,Lowndes County,11299,10580,-0.0636339499071
01,087,Alabama,Macon County,21452,19425,-0.0944900242402
01,089,Alabama,Madison County,334811,350299,0.0462589341449
01,091,Alabama,Marengo County,21027,20110,-0.0436105959005
01,093,Alabama,Marion County,30776,30271,-0.0164088900442
01,095,Alabama,Marshall County,93019,94636,0.0173835452972
01,097,Alabama,Mobile County,412992,415123,0.00515990624516
01,099,Alabama,Monroe County,23068,21947,-0.04859545691
01,101,Alabama,Montgomery County,229363,226189,-0.0138383261468
01,103,Alabama,Morgan County,119490,119607,0.000979161436103
01,105,Alabama,Perry County,10591,9826,-0.0722311396469
01,107,Alabama,Pickens County,19746,20365,0.0313481211385
01,109,Alabama,Pike County,32899,33389,0.0148940697286
01,111,Alabama,Randolph County,22913,22539,-0.0163226116179
01,113,Alabama,Russell County,52947,59608,0.125805050333
01,115,Alabama,St. Clair County,83593,86697,0.0371322957664
01,117,Alabama,Shelby County,195085,206655,0.0593074813543
01,119,Alabama,Sumter County,13763,13166,-0.043377170675
01,121,Alabama,Talladega County,82291,81322,-0.0117752852681
01,123,Alabama,Tallapoosa County,41616,41165,-0.0108371780085
01,125,Alabama,Tuscaloosa County,194656,202212,0.0388171954628
01,127,Alabama,Walker County,67023,65471,-0.0231562299509
01,129,Alabama,Washington County,17581,16834,-0.0424890506797
01,131,Alabama,Wilcox County,11670,11098,-0.0490145672665
01,133,Alabama,Winston County,24484,24150,-0.0136415618363
02,013,Alaska,Aleutians East Borough,3141,3360,0.0697230181471
02,016,Alaska,Aleutians West Census Area,5561,5750,0.0339866930408
02,020,Alaska,Anchorage Municipality,291826,301010,0.0314708079472
02,050,Alaska,Bethel Census Area,17013,17868,0.0502556868277
02,060,Alaska,Bristol Bay Borough,997,957,-0.0401203610832
02,068,Alaska,Denali Borough,1826,1921,0.052026286966
02,070,Alaska,Dillingham Census Area,4847,4988,0.0290901588612
02,090,Alaska,Fairbanks North Star Borough,97581,99357,0.0182002643957
02,100,Alaska,Haines Borough,2508,2566,0.0231259968102
02,105,Alaska,Hoonah-Angoon Census Area,2150,2082,-0.0316279069767
02,110,Alaska,Juneau City and Borough,31275,32406,0.0361630695444
02,122,Alaska,Kenai Peninsula Borough,55400,57477,0.0374909747292
02,130,Alaska,Ketchikan Gateway Borough,13477,13787,0.0230021518142
02,150,Alaska,Kodiak Island Borough,13592,13986,0.0289876397881
02,164,Alaska,Lake and Peninsula Borough,1631,1631,0.0
02,170,Alaska,Matanuska-Susitna Borough,88995,97882,0.0998595426709
02,180,Alaska,Nome Census Area,9492,9817,0.0342393594606
02,185,Alaska,North Slope Borough,9430,9703,0.0289501590668
02,188,Alaska,Northwest Arctic Borough,7523,7717,0.0257875847401
02,195,Alaska,Petersburg Borough,3815,3160,-0.171690694626
02,198,Alaska,Prince of Wales-Hyder Census Area,5559,6396,0.150566648678
02,220,Alaska,Sitka City and Borough,8881,8900,0.00213939871636
02,230,Alaska,Skagway Municipality,968,1036,0.0702479338843
02,240,Alaska,Southeast Fairbanks Census Area,7029,6931,-0.0139422392944
02,261,Alaska,Valdez-Cordova Census Area,9636,9488,-0.0153590701536
02,270,Alaska,Wade Hampton Census Area,7459,8010,0.0738704920231
02,275,Alaska,Wrangell City and Borough,2369,2364,-0.00211059518784
02,282,Alaska,Yakutat City and Borough,662,635,-0.0407854984894
02,290,Alaska,Yukon-Koyukuk Census Area,5588,5547,-0.00733715103794
04,001,Arizona,Apache County,71518,71828,0.00433457311446
04,003,Arizona,Cochise County,131346,127448,-0.0296773407641
04,005,Arizona,Coconino County,134421,137682,0.0242596022943
04,007,Arizona,Gila County,53597,53119,-0.00891840961248
04,009,Arizona,Graham County,37220,37957,0.0198011821601
04,011,Arizona,Greenlee County,8437,9346,0.107739717909
04,012,Arizona,La Paz County,20489,20231,-0.0125921226024
04,013,Arizona,Maricopa County,3817117,4087191,0.0707533984418
04,015,Arizona,Mohave County,200186,203361,0.0158602499675
04,017,Arizona,Navajo County,107449,108101,0.00606799504881
04,019,Arizona,Pima County,980263,1004516,0.0247413194214
04,021,Arizona,Pinal County,375770,401918,0.0695851185566
04,023,Arizona,Santa Cruz County,47420,46695,-0.0152889076339
04,025,Arizona,Yavapai County,211033,218844,0.0370131685566
04,027,Arizona,Yuma County,195751,203247,0.0382935463931
05,001,Arkansas,Arkansas County,19019,18594,-0.0223460749777
05,003,Arkansas,Ashley County,21853,20948,-0.0414130782959
05,005,Arkansas,Baxter County,41513,40857,-0.0158022788042
05,007,Arkansas,Benton County,221339,242321,0.0947957657711
05,009,Arkansas,Boone County,36903,37196,0.00793973389697
05,011,Arkansas,Bradley County,11508,11148,-0.0312825860271
05,013,Arkansas,Calhoun County,5368,5202,-0.0309239940387
05,015,Arkansas,Carroll County,27446,27744,0.0108576841798
05,017,Arkansas,Chicot County,11800,11180,-0.0525423728814
05,019,Arkansas,Clark County,22995,22576,-0.0182213524679
05,021,Arkansas,Clay County,16083,15118,-0.0600012435491
05,023,Arkansas,Cleburne County,25970,25634,-0.0129380053908
05,025,Arkansas,Cleveland County,8689,8449,-0.0276211301646
05,027,Arkansas,Columbia County,24552,23933,-0.0252117953731
05,029,Arkansas,Conway County,21273,21083,-0.00893150942509
05,031,Arkansas,Craighead County,96443,102518,0.0629905747436
05,033,Arkansas,Crawford County,61948,61697,-0.00405178536837
05,035,Arkansas,Crittenden County,50902,49548,-0.02660013359
05,037,Arkansas,Cross County,17870,17227,-0.0359820928931
05,039,Arkansas,Dallas County,8116,7755,-0.0444800394283
05,041,Arkansas,Desha County,13008,12264,-0.0571955719557
05,043,Arkansas,Drew County,18509,18622,0.00610513804095
05,045,Arkansas,Faulkner County,113237,120768,0.066506530551
05,047,Arkansas,Franklin County,18125,17805,-0.0176551724138
05,049,Arkansas,Fulton County,12245,12125,-0.00979991833401
05,051,Arkansas,Garland County,96024,97322,0.0135174539698
05,053,Arkansas,Grant County,17853,18144,0.0162997815493
05,055,Arkansas,Greene County,42090,43694,0.0381088144452
05,057,Arkansas,Hempstead County,22609,22327,-0.0124729090185
05,059,Arkansas,Hot Spring County,32923,33368,0.0135163867205
05,061,Arkansas,Howard County,13789,13500,-0.0209587352237
05,063,Arkansas,Independence County,36647,36959,0.00851365732529
05,065,Arkansas,Izard County,13696,13486,-0.0153329439252
05,067,Arkansas,Jackson County,17997,17534,-0.0257265099739
05,069,Arkansas,Jefferson County,77435,72297,-0.0663524246142
05,071,Arkansas,Johnson County,25540,26005,0.0182067345341
05,073,Arkansas,Lafayette County,7645,7111,-0.0698495748855
05,075,Arkansas,Lawrence County,17415,16931,-0.0277921332185
05,077,Arkansas,Lee County,10424,9860,-0.0541059094398
05,079,Arkansas,Lincoln County,14134,13970,-0.0116032262629
05,081,Arkansas,Little River County,13171,12532,-0.0485156783843
05,083,Arkansas,Logan County,22353,21958,-0.0176710061289
05,085,Arkansas,Lonoke County,68356,71557,0.0468283691263
05,087,Arkansas,Madison County,15717,15740,0.00146338359738
05,089,Arkansas,Marion County,16653,16367,-0.0171740827479
05,091,Arkansas,Miller County,43462,43428,-0.000782292577424
05,093,Arkansas,Mississippi County,46480,44235,-0.0483003442341
05,095,Arkansas,Monroe County,8149,7582,-0.0695790894588
05,097,Arkansas,Montgomery County,9487,9082,-0.0426899968378
05,099,Arkansas,Nevada County,8997,8723,-0.0304545959764
05,101,Arkansas,Newton County,8330,7904,-0.0511404561825
05,103,Arkansas,Ouachita County,26120,24828,-0.0494640122511
05,105,Arkansas,Perry County,10445,10245,-0.019147917664
05,107,Arkansas,Phillips County,21757,19930,-0.0839729742152
05,109,Arkansas,Pike County,11291,11024,-0.0236471525994
05,111,Arkansas,Poinsett County,24583,24246,-0.0137086604564
05,113,Arkansas,Polk County,20662,20225,-0.0211499370826
05,115,Arkansas,Pope County,61754,63201,0.0234316805389
05,117,Arkansas,Prairie County,8715,8304,-0.0471600688468
05,119,Arkansas,Pulaski County,382748,392702,0.0260066675724
05,121,Arkansas,Randolph County,17969,17571,-0.0221492570538
05,123,Arkansas,St. Francis County,28258,26899,-0.0480925755538
05,125,Arkansas,Saline County,107118,115719,0.0802946283538
05,127,Arkansas,Scott County,11233,10693,-0.0480726431051
05,129,Arkansas,Searcy County,8195,7929,-0.0324588163514
05,131,Arkansas,Sebastian County,125744,126776,0.00820715103703
05,133,Arkansas,Sevier County,17058,17426,0.0215734552703
05,135,Arkansas,Sharp County,17264,16906,-0.0207367933272
05,137,Arkansas,Stone County,12394,12494,0.00806842020332
05,139,Arkansas,Union County,41639,40227,-0.033910516583
05,141,Arkansas,Van Buren County,17295,16851,-0.0256721595837
05,143,Arkansas,Washington County,203065,220792,0.0872971708566
05,145,Arkansas,White County,77076,78592,0.0196688982303
05,147,Arkansas,Woodruff County,7260,6910,-0.0482093663912
05,149,Arkansas,Yell County,22185,21951,-0.0105476673428
06,001,California,Alameda County,1510271,1610921,0.0666436685866
06,003,California,Alpine County,1175,1116,-0.0502127659574
06,005,California,Amador County,38091,36742,-0.0354151899399
06,007,California,Butte County,220000,224241,0.0192772727273
06,009,California,Calaveras County,45578,44624,-0.0209311509939
06,011,California,Colusa County,21419,21419,0.0
06,013,California,Contra Costa County,1049025,1111339,0.0594018255046
06,015,California,Del Norte County,28610,27212,-0.0488640335547
06,017,California,El Dorado County,181058,183087,0.0112063537651
06,019,California,Fresno County,930450,965974,0.038179375571
06,021,California,Glenn County,28122,27955,-0.00593841120831
06,023,California,Humboldt County,134623,134809,0.00138163612458
06,025,California,Imperial County,174528,179091,0.0261448019802
06,027,California,Inyo County,18546,18410,-0.0073331176534
06,029,California,Kern County,839631,874589,0.0416349563082
06,031,California,Kings County,152982,150269,-0.01773411251
06,033,California,Lake County,64665,64184,-0.00743833603959
06,035,California,Lassen County,34895,31749,-0.0901561828342
06,037,California,Los Angeles County,9818605,10116705,0.0303607284334
06,039,California,Madera County,150865,154548,0.0244125542704
06,041,California,Marin County,252409,260750,0.0330455728599
06,043,California,Mariposa County,18251,17682,-0.0311763738973
06,045,California,Mendocino County,87841,87869,0.00031875775549
06,047,California,Merced County,255793,266353,0.0412833814842
06,049,California,Modoc County,9686,9023,-0.06844930828
06,051,California,Mono County,14202,13997,-0.0144345866779
06,053,California,Monterey County,415057,431344,0.0392403934881
06,055,California,Napa County,136484,141667,0.03797514727
06,057,California,Nevada County,98764,98893,0.00130614393909
06,059,California,Orange County,3010232,3145515,0.0449410543772
06,061,California,Placer County,348432,371694,0.0667619506819
06,063,California,Plumas County,20007,18606,-0.0700254910781
06,065,California,Riverside County,2189641,2329271,0.0637684442336
06,067,California,Sacramento County,1418788,1482026,0.044571845829
06,069,California,San Benito County,55269,58267,0.0542437894661
06,071,California,San Bernardino County,2035210,2112619,0.0380348956619
06,073,California,San Diego County,3095313,3263431,0.0543137317615
06,075,California,San Francisco County,805235,852469,0.0586586524431
06,077,California,San Joaquin County,685306,715597,0.0442006928292
06,079,California,San Luis Obispo County,269637,279083,0.035032284145
06,081,California,San Mateo County,718451,758581,0.0558562796906
06,083,California,Santa Barbara County,423895,440668,0.0395687611319
06,085,California,Santa Clara County,1781642,1894605,0.0634038712603
06,087,California,Santa Cruz County,262382,271804,0.0359094754976
06,089,California,Shasta County,177223,179804,0.0145635724483
06,091,California,Sierra County,3240,3003,-0.0731481481481
06,093,California,Siskiyou County,44900,43628,-0.0283296213808
06,095,California,Solano County,413344,431131,0.0430319540141
06,097,California,Sonoma County,483878,500292,0.0339217736702
06,099,California,Stanislaus County,514453,531997,0.0341022406323
06,101,California,Sutter County,94737,95847,0.0117166471389
06,103,California,Tehama County,63463,63067,-0.00623985629422
06,105,California,Trinity County,13786,13170,-0.0446830117511
06,107,California,Tulare County,442179,458198,0.0362274101665
06,109,California,Tuolumne County,55365,53831,-0.0277070351305
06,111,California,Ventura County,823318,846178,0.0277656992802
06,113,California,Yolo County,200849,207590,0.0335625270726
06,115,California,Yuba County,72155,73966,0.0250987457557
08,001,Colorado,Adams County,441603,480718,0.0885750323254
08,003,Colorado,Alamosa County,15445,16177,0.0473939786339
08,005,Colorado,Arapahoe County,572003,618821,0.0818492210705
08,007,Colorado,Archuleta County,12084,12244,0.0132406487918
08,009,Colorado,Baca County,3788,3645,-0.0377507919747
08,011,Colorado,Bent County,6499,5630,-0.133712878904
08,013,Colorado,Boulder County,294567,313333,0.063707068341
08,014,Colorado,Broomfield County,55889,62138,0.111810910913
08,015,Colorado,Chaffee County,17809,18363,0.0311078668089
08,017,Colorado,Cheyenne County,1836,1871,0.0190631808279
08,019,Colorado,Clear Creek County,9088,9187,0.0108934859155
08,021,Colorado,Conejos County,8256,8265,0.00109011627907
08,023,Colorado,Costilla County,3524,3568,0.0124858115778
08,025,Colorado,Crowley County,5823,5360,-0.079512278894
08,027,Colorado,Custer County,4255,4361,0.0249118683901
08,029,Colorado,Delta County,30952,29870,-0.0349573533213
08,031,Colorado,Denver County,600158,663862,0.106145381716
08,033,Colorado,Dolores County,2064,1978,-0.0416666666667
08,035,Colorado,Douglas County,285465,314638,0.102194664845
08,037,Colorado,Eagle County,52197,52921,0.0138705289576
08,039,Colorado,Elbert County,23086,24195,0.0480377718098
08,041,Colorado,El Paso County,622263,663519,0.0662999407003
08,043,Colorado,Fremont County,46824,46502,-0.00687681530839
08,045,Colorado,Garfield County,56389,57461,0.0190107999787
08,047,Colorado,Gilpin County,5441,5851,0.0753537952582
08,049,Colorado,Grand County,14843,14546,-0.0200094320555
08,051,Colorado,Gunnison County,15324,15725,0.0261681023232
08,053,Colorado,Hinsdale County,843,786,-0.067615658363
08,055,Colorado,Huerfano County,6711,6462,-0.0371032632991
08,057,Colorado,Jackson County,1394,1396,0.00143472022956
08,059,Colorado,Jefferson County,534543,558503,0.0448233350731
08,061,Colorado,Kiowa County,1398,1402,0.00286123032904
08,063,Colorado,Kit Carson County,8270,8072,-0.0239419588875
08,065,Colorado,Lake County,7310,7357,0.00642954856361
08,067,Colorado,La Plata County,51334,53989,0.0517201075311
08,069,Colorado,Larimer County,299630,324122,0.0817408136702
08,071,Colorado,Las Animas County,15507,14052,-0.0938285935384
08,073,Colorado,Lincoln County,5467,5510,0.00786537406256
08,075,Colorado,Logan County,22709,22524,-0.00814654982606
08,077,Colorado,Mesa County,146723,148255,0.0104414440817
08,079,Colorado,Mineral County,712,698,-0.0196629213483
08,081,Colorado,Moffat County,13795,12928,-0.062848858282
08,083,Colorado,Montezuma County,25535,25772,0.0092813785001
08,085,Colorado,Montrose County,41276,40873,-0.00976354297897
08,087,Colorado,Morgan County,28159,28328,0.00600163358074
08,089,Colorado,Otero County,18831,18488,-0.0182146460623
08,091,Colorado,Ouray County,4436,4629,0.0435076645627
08,093,Colorado,Park County,16206,16345,0.00857707022091
08,095,Colorado,Phillips County,4442,4363,-0.0177847816299
08,097,Colorado,Pitkin County,17148,17626,0.0278749708421
08,099,Colorado,Prowers County,12551,12034,-0.0411919368975
08,101,Colorado,Pueblo County,159063,161875,0.0176785298907
08,103,Colorado,Rio Blanco County,6666,6707,0.00615061506151
08,105,Colorado,Rio Grande County,11982,11607,-0.0312969454181
08,107,Colorado,Routt County,23509,23865,0.0151431366711
08,109,Colorado,Saguache County,6108,6196,0.0144073346431
08,111,Colorado,San Juan County,699,720,0.0300429184549
08,113,Colorado,San Miguel County,7359,7840,0.0653621415953
08,115,Colorado,Sedgwick County,2379,2348,-0.0130306851618
08,117,Colorado,Summit County,27994,29404,0.0503679359863
08,119,Colorado,Teller County,23350,23389,0.00167023554604
08,121,Colorado,Washington County,4814,4780,-0.00706273369339
08,123,Colorado,Weld County,252825,277670,0.0982695540394
08,125,Colorado,Yuma County,10043,10202,0.0158319227323
09,001,Connecticut,Fairfield County,916829,945438,0.0312042921853
09,003,Connecticut,Hartford County,894014,897985,0.00444176489406
09,005,Connecticut,Litchfield County,189927,184993,-0.0259784022282
09,007,Connecticut,Middlesex County,165676,164943,-0.00442429802748
09,009,Connecticut,New Haven County,862477,861277,-0.00139134145026
09,011,Connecticut,New London County,274055,273676,-0.00138293408257
09,013,Connecticut,Tolland County,152691,151367,-0.00867110700696
09,015,Connecticut,Windham County,118428,116998,-0.0120748471645
10,001,Delaware,Kent County,162310,171987,0.0596204793297
10,003,Delaware,New Castle County,538479,552778,0.0265544245922
10,005,Delaware,Sussex County,197145,210849,0.0695122879099
11,001,District of Columbia,District of Columbia,601723,658893,0.0950104948623
12,001,Florida,Alachua County,247336,256380,0.0365656434971
12,003,Florida,Baker County,27115,27093,-0.000811359026369
12,005,Florida,Bay County,168852,178985,0.0600111340108
12,007,Florida,Bradford County,28520,26702,-0.063744740533
12,009,Florida,Brevard County,543376,556885,0.0248612378905
12,011,Florida,Broward County,1748066,1869235,0.0693160326898
12,013,Florida,Calhoun County,14625,14532,-0.00635897435897
12,015,Florida,Charlotte County,159978,168474,0.0531073022541
12,017,Florida,Citrus County,141236,139377,-0.0131623665354
12,019,Florida,Clay County,190865,199798,0.0468027139601
12,021,Florida,Collier County,321520,348777,0.0847754416522
12,023,Florida,Columbia County,67531,67857,0.0048274125957
12,027,Florida,DeSoto County,34862,35012,0.00430267913487
12,029,Florida,Dixie County,16422,15907,-0.0313603702351
12,031,Florida,Duval County,864263,897698,0.0386861406771
12,033,Florida,Escambia County,297619,310659,0.0438144070103
12,035,Florida,Flagler County,95696,102408,0.0701387727805
12,037,Florida,Franklin County,11549,11815,0.0230322971686
12,039,Florida,Gadsden County,46389,46281,-0.0023281381362
12,041,Florida,Gilchrist County,16939,16997,0.00342405100655
12,043,Florida,Glades County,12884,13635,0.0582893511332
12,045,Florida,Gulf County,15863,15944,0.0051062220261
12,047,Florida,Hamilton County,14799,14048,-0.0507466720724
12,049,Florida,Hardee County,27731,27469,-0.00944791028091
12,051,Florida,Hendry County,39140,38505,-0.0162238119571
12,053,Florida,Hernando County,172778,175855,0.01780898031
12,055,Florida,Highlands County,98786,98236,-0.00556759054927
12,057,Florida,Hillsborough County,1229226,1316298,0.0708348180074
12,059,Florida,Holmes County,19927,19650,-0.0139007376926
12,061,Florida,Indian River County,138028,144755,0.0487364882488
12,063,Florida,Jackson County,49746,48801,-0.0189965022313
12,065,Florida,Jefferson County,14761,14050,-0.0481674683287
12,067,Florida,Lafayette County,8870,8835,-0.00394588500564
12,069,Florida,Lake County,297052,315690,0.0627432234087
12,071,Florida,Lee County,618754,679513,0.0981957288357
12,073,Florida,Leon County,275487,283988,0.0308580804176
12,075,Florida,Levy County,40801,39613,-0.0291169334085
12,077,Florida,Liberty County,8365,8360,-0.000597728631201
12,079,Florida,Madison County,19224,18518,-0.0367249271744
12,081,Florida,Manatee County,322833,351746,0.0895602370266
12,083,Florida,Marion County,331298,339167,0.0237520298945
12,085,Florida,Martin County,146318,153392,0.0483467515958
12,086,Florida,Miami-Dade County,2496435,2662874,0.0666706723788
12,087,Florida,Monroe County,73090,77136,0.0553564099056
12,089,Florida,Nassau County,73314,76619,0.045080066563
12,091,Florida,Okaloosa County,180822,196512,0.0867704151044
12,093,Florida,Okeechobee County,39996,39149,-0.0211771177118
12,095,Florida,Orange County,1145956,1253001,0.0934110908272
12,097,Florida,Osceola County,268685,310211,0.154552729032
12,099,Florida,Palm Beach County,1320134,1397710,0.0587637315606
12,101,Florida,Pasco County,464697,485331,0.044403127199
12,103,Florida,Pinellas County,916542,938098,0.0235188349252
12,105,Florida,Polk County,602095,634638,0.0540496101114
12,107,Florida,Putnam County,74364,72143,-0.0298666021193
12,109,Florida,St. Johns County,190039,217919,0.146706728619
12,111,Florida,St. Lucie County,277789,291028,0.0476584745976
12,113,Florida,Santa Rosa County,151372,163422,0.0796052110034
12,115,Florida,Sarasota County,379448,396962,0.0461565221058
12,117,Florida,Seminole County,422718,442516,0.0468350058431
12,119,Florida,Sumter County,93420,114350,0.224041961036
12,121,Florida,Suwannee County,41551,44022,0.0594690861832
12,123,Florida,Taylor County,22570,22582,0.000531679220204
12,125,Florida,Union County,15535,15190,-0.0222079176054
12,127,Florida,Volusia County,494593,507531,0.0261588821516
12,129,Florida,Wakulla County,30776,31432,0.0213153106317
12,131,Florida,Walton County,55043,61530,0.117853314681
12,133,Florida,Washington County,24896,24451,-0.0178743573265
13,001,Georgia,Appling County,18236,18540,0.0166703224391
13,003,Georgia,Atkinson County,8375,8223,-0.0181492537313
13,005,Georgia,Bacon County,11096,11281,0.0166726748378
13,007,Georgia,Baker County,3451,3255,-0.0567951318458
13,009,Georgia,Baldwin County,45720,45909,0.00413385826772
13,011,Georgia,Banks County,18395,18295,-0.00543625985322
13,013,Georgia,Barrow County,69367,73240,0.0558334654807
13,015,Georgia,Bartow County,100157,101736,0.0157652485598
13,017,Georgia,Ben Hill County,17634,17464,-0.00964046727912
13,019,Georgia,Berrien County,19286,18700,-0.030384735041
13,021,Georgia,Bibb County,155547,153905,-0.0105562948819
13,023,Georgia,Bleckley County,13063,12795,-0.0205159611115
13,025,Georgia,Brantley County,18411,18417,0.000325892129705
13,027,Georgia,Brooks County,16243,15418,-0.0507911100166
13,029,Georgia,Bryan County,30233,33906,0.121489762842
13,031,Georgia,Bulloch County,70217,72087,0.0266317273595
13,033,Georgia,Burke County,23316,22709,-0.0260336249786
13,035,Georgia,Butts County,23655,23368,-0.0121327414923
13,037,Georgia,Calhoun County,6694,6463,-0.0345085150881
13,039,Georgia,Camden County,50513,52027,0.0299724823313
13,043,Georgia,Candler County,10998,10888,-0.0100018185125
13,045,Georgia,Carroll County,110527,114093,0.0322636097967
13,047,Georgia,Catoosa County,63942,65621,0.0262581714679
13,049,Georgia,Charlton County,12171,12897,0.0596499876756
13,051,Georgia,Chatham County,265128,283379,0.0688384478441
13,053,Georgia,Chattahoochee County,11267,11837,0.0505902192243
13,055,Georgia,Chattooga County,26015,24939,-0.0413607534115
13,057,Georgia,Cherokee County,214346,230985,0.0776268276525
13,059,Georgia,Clarke County,116714,120938,0.0361910310674
13,061,Georgia,Clay County,3183,3102,-0.0254476908577
13,063,Georgia,Clayton County,259424,267542,0.0312924016282
13,065,Georgia,Clinch County,6798,6831,0.00485436893204
13,067,Georgia,Cobb County,688078,730981,0.0623519426577
13,069,Georgia,Coffee County,42356,42811,0.0107422797242
13,071,Georgia,Colquitt County,45498,46102,0.0132753088048
13,073,Georgia,Columbia County,124053,139257,0.122560518488
13,075,Georgia,Cook County,17212,17214,0.000116198001394
13,077,Georgia,Coweta County,127317,135571,0.064830305458
13,079,Georgia,Crawford County,12630,12387,-0.0192399049881
13,081,Georgia,Crisp County,23439,22934,-0.0215452877682
13,083,Georgia,Dade County,16633,16389,-0.014669632658
13,085,Georgia,Dawson County,22330,22957,0.028078817734
13,087,Georgia,Decatur County,27842,27220,-0.0223403491129
13,089,Georgia,DeKalb County,691893,722161,0.043746648687
13,091,Georgia,Dodge County,21796,20976,-0.0376215819416
13,093,Georgia,Dooly County,14918,14188,-0.0489341734817
13,095,Georgia,Dougherty County,94565,92407,-0.0228202823455
13,097,Georgia,Douglas County,132403,138776,0.0481333504528
13,099,Georgia,Early County,11008,10491,-0.0469658430233
13,101,Georgia,Echols County,4034,4003,-0.00768468021815
13,103,Georgia,Effingham County,52250,55423,0.0607272727273
13,105,Georgia,Elbert County,20166,19438,-0.0361003669543
13,107,Georgia,Emanuel County,22598,22755,0.00694751747942
13,109,Georgia,Evans County,11000,10898,-0.00927272727273
13,111,Georgia,Fannin County,23682,23753,0.00299805759649
13,113,Georgia,Fayette County,106567,109664,0.0290615293665
13,115,Georgia,Floyd County,96317,96063,-0.00263712532575
13,117,Georgia,Forsyth County,175511,204302,0.164041000279
13,119,Georgia,Franklin County,22084,22264,0.00815069733744
13,121,Georgia,Fulton County,920581,996319,0.0822719565144
13,123,Georgia,Gilmer County,28292,28829,0.0189806305669
13,125,Georgia,Glascock County,3082,3053,-0.00940947436729
13,127,Georgia,Glynn County,79626,82175,0.0320121568332
13,129,Georgia,Gordon County,55186,56047,0.0156017830609
13,131,Georgia,Grady County,25011,25359,0.0139138778937
13,133,Georgia,Greene County,15994,16490,0.031011629361
13,135,Georgia,Gwinnett County,805321,877922,0.0901516289778
13,137,Georgia,Habersham County,43041,43752,0.0165191329198
13,139,Georgia,Hall County,179684,190761,0.061647113822
13,141,Georgia,Hancock County,9429,8509,-0.0975713225156
13,143,Georgia,Haralson County,28780,28641,-0.004829742877
13,145,Georgia,Harris County,32024,32876,0.0266050462153
13,147,Georgia,Hart County,25213,25377,0.00650458097013
13,149,Georgia,Heard County,11834,11603,-0.0195200270407
13,151,Georgia,Henry County,203922,213869,0.0487784545071
13,153,Georgia,Houston County,139900,149111,0.0658398856326
13,155,Georgia,Irwin County,9538,9104,-0.0455022017194
13,157,Georgia,Jackson County,60485,61870,0.0228982392329
13,159,Georgia,Jasper County,13900,13432,-0.0336690647482
13,161,Georgia,Jeff Davis County,15068,14859,-0.0138704539421
13,163,Georgia,Jefferson County,16930,16272,-0.0388659184879
13,165,Georgia,Jenkins County,8340,9125,0.0941247002398
13,167,Georgia,Johnson County,9980,9701,-0.0279559118236
13,169,Georgia,Jones County,28669,28787,0.00411594405107
13,171,Georgia,Lamar County,18317,18207,-0.00600535022111
13,173,Georgia,Lanier County,10078,10373,0.0292716808891
13,175,Georgia,Laurens County,48434,47851,-0.0120369988025
